FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.6047E+11,66,"Block Group 1, Census Tract 470, Kings County, New York",1379,1337,1308,0,0,29,0,0,0,42,42,0,0,0,0,0,0
3.6047E+11,66,"Block Group 2, Census Tract 470, Kings County, New York",1340,1270,1101,13,0,92,0,9,55,70,14,23,0,0,0,33,0
3.6047E+11,66,"Block Group 1, Census Tract 472, Kings County, New York",888,880,856,24,0,0,0,0,0,8,0,0,0,0,0,0,8
3.6047E+11,66,"Block Group 2, Census Tract 472, Kings County, New York",1353,1353,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,66,"Block Group 3, Census Tract 472, Kings County, New York",536,536,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,66,"Block Group 1, Census Tract 474, Kings County, New York",1714,1707,1647,0,0,0,0,0,60,7,7,0,0,0,0,0,0
3.6047E+11,66,"Block Group 2, Census Tract 474, Kings County, New York",1003,985,985,0,0,0,0,0,0,18,10,0,0,0,0,0,8
3.6047E+11,66,"Block Group 1, Census Tract 476, Kings County, New York",1159,879,866,13,0,0,0,0,0,280,0,0,0,0,0,280,0
3.6047E+11,66,"Block Group 2, Census Tract 476, Kings County, New York",1106,1103,1070,0,18,0,0,0,15,3,1,0,0,0,0,2,0
3.6047E+11,66,"Block Group 3, Census Tract 476, Kings County, New York",1298,1239,1112,119,0,8,0,0,0,59,33,0,0,0,0,26,0
3.6047E+11,66,"Block Group 2, Census Tract 478, Kings County, New York",1510,1259,1167,0,0,21,0,71,0,251,88,0,12,0,0,151,0
3.6047E+11,66,"Block Group 3, Census Tract 478, Kings County, New York",2086,1679,1497,11,0,171,0,0,0,407,50,0,0,0,0,357,0
3.6047E+11,66,"Block Group 1, Census Tract 482, Kings County, New York",1466,1229,525,84,0,593,0,0,27,237,20,0,0,0,0,217,0
3.6047E+11,66,"Block Group 1, Census Tract 484, Kings County, New York",2736,2654,1913,219,0,522,0,0,0,82,39,0,0,0,0,42,1
3.6047E+11,66,"Block Group 2, Census Tract 484, Kings County, New York",1690,1534,1369,90,0,0,0,0,75,156,131,5,0,0,0,8,12
3.6047E+11,66,"Block Group 1, Census Tract 486, Kings County, New York",1247,873,140,0,0,719,0,0,14,374,102,0,0,0,0,272,0
3.6047E+11,66,"Block Group 2, Census Tract 486, Kings County, New York",1100,689,319,99,0,271,0,0,0,411,60,0,0,0,0,338,13
3.6047E+11,66,"Block Group 3, Census Tract 486, Kings County, New York",1008,882,392,7,0,483,0,0,0,126,24,0,0,0,0,94,8
3.6047E+11,66,"Block Group 1, Census Tract 488, Kings County, New York",783,687,461,90,0,81,0,0,55,96,83,0,0,0,0,13,0
3.6047E+11,66,"Block Group 2, Census Tract 488, Kings County, New York",1804,1594,620,76,0,848,0,0,50,210,62,0,0,0,0,148,0
3.6047E+11,66,"Block Group 3, Census Tract 488, Kings County, New York",1342,1214,762,66,0,281,0,0,105,128,73,0,0,0,0,55,0
3.6047E+11,66,"Block Group 1, Census Tract 490, Kings County, New York",2650,1923,1005,326,27,444,0,0,121,727,369,0,0,75,0,82,201
3.6047E+11,66,"Block Group 2, Census Tract 490, Kings County, New York",2607,2148,1453,85,0,494,0,0,116,459,102,0,27,0,0,330,0
3.6047E+11,66,"Block Group 3, Census Tract 490, Kings County, New York",1033,983,757,39,0,187,0,0,0,50,0,0,0,0,0,0,50
3.6047E+11,66,"Block Group 1, Census Tract 492, Kings County, New York",820,750,445,93,10,182,0,0,20,70,70,0,0,0,0,0,0
3.6047E+11,66,"Block Group 2, Census Tract 492, Kings County, New York",1257,1136,432,306,0,384,0,0,14,121,67,12,0,0,0,42,0
3.6047E+11,66,"Block Group 3, Census Tract 492, Kings County, New York",1031,879,700,51,0,128,0,0,0,152,33,0,0,0,0,119,0
3.6047E+11,66,"Block Group 1, Census Tract 494, Kings County, New York",1564,1258,521,182,0,362,0,11,182,306,121,13,0,0,0,117,55
3.6047E+11,66,"Block Group 2, Census Tract 494, Kings County, New York",1639,1117,696,217,0,190,0,0,14,522,255,0,0,0,0,257,10
3.6047E+11,66,"Block Group 3, Census Tract 494, Kings County, New York",1970,1867,1164,28,0,575,0,0,100,103,47,0,0,0,0,37,19
3.6047E+11,66,"Block Group 4, Census Tract 494, Kings County, New York",757,690,374,35,0,281,0,0,0,67,23,0,0,0,0,13,31
3.6047E+11,66,"Block Group 1, Census Tract 496, Kings County, New York",1818,1216,633,58,0,369,0,139,17,602,75,0,120,21,0,386,0
3.6047E+11,66,"Block Group 2, Census Tract 496, Kings County, New York",1246,922,445,35,0,391,0,0,51,324,243,22,0,0,0,59,0
3.6047E+11,66,"Block Group 3, Census Tract 496, Kings County, New York",1388,890,293,0,0,597,0,0,0,498,133,22,0,0,0,343,0
3.6047E+11,66,"Block Group 1, Census Tract 498, Kings County, New York",1584,1110,607,22,0,471,0,0,10,474,82,0,0,0,0,392,0
3.6047E+11,66,"Block Group 2, Census Tract 498, Kings County, New York",2204,1915,762,84,0,941,0,8,120,289,100,0,0,0,0,189,0
3.6047E+11,66,"Block Group 3, Census Tract 498, Kings County, New York",836,763,311,108,0,189,0,0,155,73,26,0,0,0,0,47,0
3.60471E+11,66,"Block Group 3, Census Tract 500, Kings County, New York",1759,1696,888,56,0,673,0,6,73,63,29,0,0,0,0,10,24
3.60471E+11,66,"Block Group 3, Census Tract 504, Kings County, New York",2159,1628,1003,260,0,307,0,0,58,531,148,14,0,0,0,360,9
3.6047E+11,68,"Block Group 1, Census Tract 30, Kings County, New York",968,816,608,49,0,128,0,0,31,152,70,3,0,0,0,60,19
3.6047E+11,68,"Block Group 2, Census Tract 30, Kings County, New York",812,527,359,21,0,99,0,26,22,285,63,0,0,9,0,194,19
3.6047E+11,68,"Block Group 0, Census Tract 34, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 34, Kings County, New York",940,875,629,41,0,177,0,0,28,65,35,0,0,30,0,0,0
3.6047E+11,68,"Block Group 2, Census Tract 34, Kings County, New York",1258,1025,522,98,0,404,0,0,1,233,147,0,0,35,0,51,0
3.6047E+11,68,"Block Group 3, Census Tract 34, Kings County, New York",824,628,572,0,0,56,0,0,0,196,69,0,0,0,0,109,18
3.6047E+11,68,"Block Group 1, Census Tract 36, Kings County, New York",1111,956,635,5,9,295,0,0,12,155,51,10,0,0,0,81,13
3.6047E+11,68,"Block Group 2, Census Tract 36, Kings County, New York",2139,1793,1154,40,0,508,0,62,29,346,297,0,9,11,0,19,10
3.6047E+11,68,"Block Group 3, Census Tract 36, Kings County, New York",995,854,699,32,0,123,0,0,0,141,118,0,0,0,0,23,0
3.6047E+11,68,"Block Group 0, Census Tract 38, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 38, Kings County, New York",1506,1432,1072,0,0,247,0,0,113,74,40,0,0,0,0,0,34
3.6047E+11,68,"Block Group 0, Census Tract 44, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 44, Kings County, New York",1339,1224,1094,4,0,126,0,0,0,115,65,0,0,0,0,0,50
3.6047E+11,68,"Block Group 2, Census Tract 44, Kings County, New York",1034,954,836,8,0,101,0,0,9,80,72,0,0,0,0,8,0
3.6047E+11,68,"Block Group 0, Census Tract 46, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 46, Kings County, New York",1378,1306,1134,8,0,164,0,0,0,72,41,0,0,0,0,31,0
3.6047E+11,68,"Block Group 0, Census Tract 50, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 50, Kings County, New York",671,539,418,8,0,92,0,0,21,132,102,0,0,0,0,0,30
3.6047E+11,68,"Block Group 2, Census Tract 50, Kings County, New York",882,829,756,13,0,52,0,0,8,53,42,0,0,0,0,5,6
3.6047E+11,68,"Block Group 3, Census Tract 50, Kings County, New York",816,667,569,0,0,98,0,0,0,149,109,0,0,0,0,0,40
3.6047E+11,68,"Block Group 0, Census Tract 52.01, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 52.01, Kings County, New York",1662,1540,1299,10,13,218,0,0,0,122,83,0,0,0,0,39,0
3.6047E+11,68,"Block Group 0, Census Tract 52.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 52.02, Kings County, New York",1180,1160,1105,41,0,0,0,0,14,20,5,15,0,0,0,0,0
3.6047E+11,68,"Block Group 2, Census Tract 52.02, Kings County, New York",1244,1158,979,38,0,127,0,0,14,86,86,0,0,0,0,0,0
3.6047E+11,68,"Block Group 0, Census Tract 54, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 54, Kings County, New York",1724,1610,1355,11,0,197,0,0,47,114,63,0,0,0,0,29,22
3.6047E+11,68,"Block Group 2, Census Tract 54, Kings County, New York",506,368,329,0,17,22,0,0,0,138,113,0,0,0,0,25,0
3.6047E+11,68,"Block Group 3, Census Tract 54, Kings County, New York",824,699,572,47,0,62,0,0,18,125,73,0,0,0,0,20,32
3.6047E+11,68,"Block Group 0, Census Tract 56.01, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 56.01, Kings County, New York",1127,992,919,48,0,12,0,0,13,135,45,17,0,0,0,73,0
3.6047E+11,68,"Block Group 2, Census Tract 56.01, Kings County, New York",1175,1097,991,16,0,36,0,0,54,78,78,0,0,0,0,0,0
3.6047E+11,68,"Block Group 0, Census Tract 56.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 56.02, Kings County, New York",1608,1392,1167,6,0,200,0,0,19,216,75,11,0,0,0,120,10
3.6047E+11,68,"Block Group 1, Census Tract 58, Kings County, New York",1086,852,703,0,0,138,0,0,11,234,138,0,0,0,0,96,0
3.6047E+11,68,"Block Group 2, Census Tract 58, Kings County, New York",1535,1263,894,42,0,252,0,0,75,272,186,0,0,0,0,86,0
3.6047E+11,68,"Block Group 3, Census Tract 58, Kings County, New York",584,469,334,0,0,125,0,0,10,115,81,0,0,0,0,34,0
3.6047E+11,68,"Block Group 1, Census Tract 60, Kings County, New York",498,393,286,0,0,83,0,0,24,105,95,0,0,0,0,10,0
3.6047E+11,68,"Block Group 2, Census Tract 60, Kings County, New York",1217,931,591,7,0,333,0,0,0,286,147,0,0,0,0,139,0
3.6047E+11,68,"Block Group 3, Census Tract 60, Kings County, New York",1030,865,746,0,0,93,0,0,26,165,156,0,0,9,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 62, Kings County, New York",1281,1095,710,34,0,322,0,0,29,186,103,0,0,0,0,0,83
3.6047E+11,68,"Block Group 2, Census Tract 62, Kings County, New York",1166,935,700,190,0,45,0,0,0,231,154,0,0,0,0,42,35
3.6047E+11,68,"Block Group 3, Census Tract 62, Kings County, New York",461,382,341,0,0,41,0,0,0,79,49,0,0,0,0,30,0
3.6047E+11,68,"Block Group 1, Census Tract 64, Kings County, New York",1009,786,621,30,0,101,0,0,34,223,36,0,0,0,0,187,0
3.6047E+11,68,"Block Group 2, Census Tract 64, Kings County, New York",1073,1029,902,0,0,107,0,0,20,44,44,0,0,0,0,0,0
3.6047E+11,68,"Block Group 3, Census Tract 64, Kings County, New York",1089,996,860,22,0,86,0,0,28,93,21,0,0,0,0,72,0
3.6047E+11,68,"Block Group 1, Census Tract 66, Kings County, New York",699,538,470,7,0,19,0,0,42,161,58,0,0,0,0,103,0
3.6047E+11,68,"Block Group 2, Census Tract 66, Kings County, New York",1280,852,707,0,0,132,0,13,0,428,259,0,108,0,0,61,0
3.6047E+11,68,"Block Group 3, Census Tract 66, Kings County, New York",1587,1260,989,0,0,262,0,0,9,327,214,0,0,0,0,104,9
3.6047E+11,68,"Block Group 1, Census Tract 68, Kings County, New York",1531,964,394,16,0,486,0,0,68,567,265,0,0,0,0,166,136
3.6047E+11,68,"Block Group 2, Census Tract 68, Kings County, New York",1436,1087,797,24,0,244,0,0,22,349,106,0,23,0,0,220,0
3.6047E+11,68,"Block Group 3, Census Tract 68, Kings County, New York",692,546,431,13,0,101,0,0,1,146,33,1,0,0,0,112,0
3.6047E+11,68,"Block Group 4, Census Tract 68, Kings County, New York",1112,731,554,26,0,118,0,33,0,381,102,0,0,0,0,279,0
3.6047E+11,68,"Block Group 1, Census Tract 70, Kings County, New York",1336,964,666,105,0,169,0,0,24,372,225,10,0,0,0,116,21
3.6047E+11,68,"Block Group 2, Census Tract 70, Kings County, New York",1216,1030,689,43,48,250,0,0,0,186,45,9,17,0,0,104,11
3.6047E+11,68,"Block Group 1, Census Tract 120, Kings County, New York",1154,979,68,0,0,905,0,6,0,175,59,0,0,0,0,116,0
3.6047E+11,68,"Block Group 1, Census Tract 126, Kings County, New York",1196,779,398,66,58,210,0,0,47,417,62,13,0,0,0,342,0
3.6047E+11,68,"Block Group 2, Census Tract 126, Kings County, New York",1220,974,217,0,0,712,0,0,45,246,33,0,0,0,0,213,0
3.6047E+11,68,"Block Group 3, Census Tract 126, Kings County, New York",493,391,252,0,0,139,0,0,0,102,28,0,67,0,0,7,0
3.6047E+11,68,"Block Group 1, Census Tract 128.01, Kings County, New York",2326,2234,659,67,0,1492,0,16,0,92,44,0,0,0,0,40,8
3.6047E+11,68,"Block Group 1, Census Tract 130, Kings County, New York",1556,1303,499,0,0,804,0,0,0,253,0,0,50,0,0,203,0
3.6047E+11,68,"Block Group 2, Census Tract 130, Kings County, New York",1680,1143,921,54,0,141,0,0,27,537,194,0,0,0,0,180,163
3.6047E+11,68,"Block Group 3, Census Tract 130, Kings County, New York",758,462,375,0,0,78,0,0,9,296,128,0,0,0,0,147,21
3.6047E+11,68,"Block Group 4, Census Tract 130, Kings County, New York",1250,893,538,112,0,114,0,0,129,357,181,17,0,0,0,155,4
3.6047E+11,68,"Block Group 1, Census Tract 132, Kings County, New York",1034,764,277,0,0,487,0,0,0,270,70,59,0,16,0,125,0
3.6047E+11,68,"Block Group 2, Census Tract 132, Kings County, New York",1010,894,320,0,0,566,0,0,8,116,5,0,0,0,0,111,0
3.6047E+11,68,"Block Group 1, Census Tract 134, Kings County, New York",1226,1077,601,15,0,437,0,0,24,149,101,0,0,0,0,34,14
3.6047E+11,68,"Block Group 2, Census Tract 134, Kings County, New York",1139,921,682,0,21,205,0,0,13,218,135,0,0,0,0,77,6
3.6047E+11,68,"Block Group 3, Census Tract 134, Kings County, New York",1670,1420,1261,0,0,159,0,0,0,250,78,31,0,0,0,0,141
3.6047E+11,68,"Block Group 1, Census Tract 136, Kings County, New York",1209,1199,916,0,0,258,0,0,25,10,0,0,0,0,0,0,10
3.6047E+11,68,"Block Group 2, Census Tract 136, Kings County, New York",987,800,663,0,0,123,0,0,14,187,51,0,0,0,0,128,8
3.6047E+11,68,"Block Group 3, Census Tract 136, Kings County, New York",947,879,825,0,0,42,0,0,12,68,49,10,0,0,0,9,0
3.6047E+11,68,"Block Group 4, Census Tract 136, Kings County, New York",776,541,454,20,0,60,0,0,7,235,116,0,0,0,0,81,38
3.6047E+11,68,"Block Group 1, Census Tract 138, Kings County, New York",1502,1372,1146,14,0,191,0,0,21,130,78,0,0,0,0,51,1
3.6047E+11,68,"Block Group 2, Census Tract 138, Kings County, New York",1162,729,499,44,0,60,0,29,97,433,204,6,0,0,0,223,0
3.6047E+11,68,"Block Group 3, Census Tract 138, Kings County, New York",533,482,271,0,0,211,0,0,0,51,51,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 140, Kings County, New York",708,630,456,52,0,122,0,0,0,78,18,0,0,0,0,0,60
3.6047E+11,68,"Block Group 2, Census Tract 140, Kings County, New York",1223,1078,890,7,0,181,0,0,0,145,64,0,0,0,0,61,20
3.6047E+11,68,"Block Group 1, Census Tract 142, Kings County, New York",882,742,583,14,0,115,0,0,30,140,27,0,0,0,0,113,0
3.6047E+11,68,"Block Group 2, Census Tract 142, Kings County, New York",1051,679,513,11,0,155,0,0,0,372,55,0,0,0,0,244,73
3.6047E+11,68,"Block Group 3, Census Tract 142, Kings County, New York",1151,980,849,0,0,100,0,9,22,171,68,30,0,0,0,56,17
3.6047E+11,68,"Block Group 1, Census Tract 148, Kings County, New York",690,690,617,0,0,73,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 2, Census Tract 148, Kings County, New York",599,591,484,0,0,56,0,0,51,8,8,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 150, Kings County, New York",702,629,466,2,0,156,0,0,5,73,67,0,0,0,0,6,0
3.6047E+11,68,"Block Group 2, Census Tract 150, Kings County, New York",845,796,692,2,0,97,0,0,5,49,3,0,0,17,0,29,0
3.6047E+11,68,"Block Group 1, Census Tract 152, Kings County, New York",711,598,481,0,0,117,0,0,0,113,47,0,0,0,0,23,43
3.6047E+11,68,"Block Group 2, Census Tract 152, Kings County, New York",858,771,555,59,0,157,0,0,0,87,74,7,0,0,0,6,0
3.6047E+11,68,"Block Group 3, Census Tract 152, Kings County, New York",896,733,477,6,0,222,0,10,18,163,155,0,0,0,0,8,0
3.6047E+11,68,"Block Group 1, Census Tract 154, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 160, Kings County, New York",1207,935,623,24,0,210,35,0,43,272,161,23,0,0,0,76,12
3.6047E+11,68,"Block Group 2, Census Tract 160, Kings County, New York",1185,866,561,89,0,179,0,0,37,319,200,0,0,0,0,119,0
3.6047E+11,68,"Block Group 3, Census Tract 160, Kings County, New York",1104,984,646,23,0,315,0,0,0,120,33,0,0,0,0,87,0
3.6047E+11,68,"Block Group 4, Census Tract 160, Kings County, New York",487,403,341,0,0,54,0,8,0,84,46,0,0,0,0,25,13
3.6047E+11,68,"Block Group 1, Census Tract 162, Kings County, New York",975,900,816,35,0,31,0,0,18,75,0,0,0,0,0,29,46
3.6047E+11,68,"Block Group 2, Census Tract 162, Kings County, New York",1087,867,771,0,0,82,0,14,0,220,120,22,0,0,0,66,12
3.6047E+11,68,"Block Group 0, Census Tract 164, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6047E+11,68,"Block Group 1, Census Tract 164, Kings County, New York",774,688,417,142,0,51,0,0,78,86,76,0,0,0,0,10,0
3.6047E+11,68,"Block Group 1, Census Tract 166, Kings County, New York",1065,981,854,0,0,127,0,0,0,84,84,0,0,0,0,0,0
